Drug Name,Description,URL,License Note,License URL,cid,SMILES
Butamisole Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[76964744],CC(C)C(=O)NC1=CC=CC(=C1)C2CN3CCSC3=N2.Cl
Ethylisobutrazine Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[71822],CCC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)CN(C)C.Cl
Dichlorophene,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3037],C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
Stanozolol,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[25249],CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
Melatonin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[896],CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
Tylosin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[14961, 439504, 5062352, 5280440, 5284478, 6260974, 6474983, 12873441, 12873460, 24870678, 66509091, 129606990, 133109136, 134693945, 137698429, 162393081, 166639057, 168312033, 168314097]",CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
Tylvalosin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6441094],CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)OC(=O)C)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
Tolnaftate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5510],CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2
Dichlorvos,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3039],COP(=O)(OC)OC=C(Cl)Cl
Diazepam,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3016],CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Maduramicin Ammonium,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[68595, 20054964, 46783800, 123133886]",CC1CC(C(OC1C2CC(C(O2)C3(CCC(O3)C4(CCC5(O4)CC(C(C(O5)C(C)C6C(C(C(C(O6)(CC(=O)O)O)C)OC)OC)C)O)C)C)OC7CC(C(C(O7)C)OC)OC)(C)O)C.N
Phosmet,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[12901],COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
Meclofenamic Acid,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[4037],CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
Cephalexin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[27447],CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
Kanamycin Sulfate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[441374],C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O
Difloxacin Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[56205],CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl
Hygromycin B,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[3659, 35766, 446111, 20054887, 20054942, 23777801, 24875318, 56928061, 71571512, 90488914, 134693050, 139595130]",CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N
Diatrizoate Sodium,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[23672589],CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.[Na+]
Albendazole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[2082],CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
Pentobarbital Sodium,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[23676152],CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+]
Diprenorphine Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[21126664],CC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl
Carnidazole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3032998],CC1=NC=C(N1CCNC(=S)OC)[N+](=O)[O-]
Fentanyl Citrate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[13810],CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Narasin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[65452],CCC(C1C(CC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C)C(=O)O
Robenacoxib,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6433107],CCC1=CC(=C(C=C1)NC2=C(C(=CC(=C2F)F)F)F)CC(=O)O
Cythioate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[8293],COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N
Nitrofurazone,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5447130],C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
Ciclesonide,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6918155],CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6
Tilmicosin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[5282521, 6321340, 6426612, 16225190, 16667713, 46783094, 46783806, 53394823, 121595921, 123133899, 125462886, 129009946, 134694040, 166639196, 168313854]",CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CCN3CC(CC(C3)C)C)C)C)COC4C(C(C(C(O4)C)O)OC)OC
Sulfisoxazole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5344],CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Tiamulin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[656958],CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C
Halofuginone Hydrobromide,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[400771, 11591339, 132470909]",C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O.Br
Tetracycline,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[54675776],CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
Molidustat,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[59603622],C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4
Deslorelin Acetate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[25077533],CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.CC(=O)O
Chlorhexidine Acetate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[5967, 9562059]",CC(=O)O.CC(=O)O.C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
Piperazine Phosphate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[443965],C1CNCCN1.O.OP(=O)(O)O
Dithiazanine Iodide,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[10578, 5702697, 6433197, 170920178]",CCN1C2=CC=CC=C2SC1=CC=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-]
Detomidine Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[56031],CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl
Naltrexone Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5485201],C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl
Fenprostalene,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[6435068, 11101484, 13362237, 70695634, 71316741, 72734332]",COC(=O)CCC=C=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)O)O)O
Selenium Disulfide,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[24087],S=[Se]=S
Clenbuterol Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5702273],CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl
Fomepizole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3406],CC1=CNN=C1
Nitazoxanide,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[41684],CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
Propofol,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[4943],CC(C)C1=C(C(=CC=C1)C(C)C)O
Lasalocid,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5360807],CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O
Glycopyrrolate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11693],C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
Virginiamycin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[11979535, 73160420, 127053480, 163194236, 168311939, 168318667]",CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C.CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C
