,smiles
742,CCCCC[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C)C(=O)O)S
743,C[NH2+]CC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
744,CCCNCCCNCCCNCC
745,C(CCCC=O)CCCC(=O)O
746,C1CNCC2=CC=CC=C21
747,C[C@@H]1C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N1)C)CCCCCC(=O)[C@@H]3CO3
748,CC[C@H]([C@@H]1[C@H](C[C@H]([C@@]2(O1)C=C[C@H]([C@]3(O2)CC[C@@](O3)(C)[C@H]4CC[C@@]([C@@H](O4)C)(CC)O)O)C)C)C(=O)[C@@H](C)[C@H]([C@H](C)[C@H]5[C@H](CCC(O5)[C@@H](CC)C(=O)O)C)O
749,CC(C)[C@H](NS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)OC)P(=O)(O)O
750,C(=O)([O-])[O-].C(=O)([O-])[O-].[Mg+2].[Ca+2]
751,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
752,O=[V]
753,C1=CC2=NC(N=C2C=C1)N
754,C(C(=O)O)N
755,C#[C]
756,CCCCCCCCCCCCC/C=C/C=C/C(=O)O
757,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C
758,[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[K+].[K+]
759,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)N
760,CN(C1CCC(CC1)C2=CC=C(C=C2)CN3CCCCC3)C(=O)OC4=CC=C(C=C4)Cl
761,C1=CC(=C(C=C1C2=C(C=C(C=C2)Cl)Cl)C(=O)O)O
762,CC(C)C(C(=O)O)N
763,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O
764,COC1=C(C=C(C=C1)CCN)OC
765,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
766,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
767,CC(=O)[O-].CC(=O)[O-].[Cu+2]
768,C(=O)=O.N#N.O=O.[Ar]
769,CCCC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2NCC3=CNC(=O)C=C3)C(F)(F)F
770,CC[C@@H]1[C@]2([C@H]([C@@](O1)([C@H]([C@@H](O2)/C=C/C=C/C=C/C3=C(C(=CC(=O)O3)OC)C)O)C)OC(=O)C)C
771,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(CCC(=O)O)O)C
772,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@H](CC1=CC=CC=C1)N)O
773,CC[C@H](CO)NC1=NC2=C(C=NN2C(=N1)NCC3=CC=CC=C3)C(C)C
774,C[C@H](CSSCC(C)C(=O)N1CCC[C@H]1C(=O)O)C(=O)N2CCC[C@H]2C(=O)O
775,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
776,C1=CC(=CC=C1C2=CN=CN2)Cl
777,CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
778,C=CCN(C1CCCCC1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
779,[I]
780,CC1=CNC2=CC=CC=C12
781,C(=O)(C(=O)O)N
782,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)NC(=O)COC2=CC=CC=C2)C(=O)O)C
783,[2H]C([2H])([2H])O
784,C(CSSCCO)O
785,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
786,C([14C](=O)O)N
787,CCCCN(CCCC)C1=CC=CC2=C1C=CC=C2S(=O)(=O)Cl
788,C[N+](C)(C)C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C(=N)N)C=CC(=C3)OCC5=CC=CC=C5
789,COC1=C(C=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O)O
790,C(C(F)(F)F)O
791,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O.C(C(CO)(CO)N)O
792,[80Se]
793,CSCC[C@H](C(=O)O)N
794,C1C(=O)NS(=O)(=O)N1C2=CSC(=C2Cl)C3=CC=CC=C3
795,C(C(C(=O)O)F)[NH3+].[Cl-]
796,C1=C(C=C(C(=C1Cl)N)F)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N
797,C(C(C(C(C(=O)CO)O)O)O)O
798,CC1=CC(=CC=C1)C[C@@H](C(=O)O)N
799,CNC=O
800,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
801,C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)S(=O)(=O)N)C(=O)NN
802,C[As](=O)(C)O
803,C(CCCO)CCO
804,C[C@@H](CC1=CC=C(C=C1)O)NC[C@H](C2=CC(=CC(=C2)O)O)O
805,C1=CC=C(C=C1)CNC2=C(N=CC=C2)N
806,CC1=C(C=C2C(=C1)C(CCC2(C)C)(C)C)C3(CC3)C4=NC=C(C=C4)C(=O)O
807,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
808,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O
809,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
810,[23Na]
811,[O-][Se](=O)(=O)[O-].[Na+].[Na+]
812,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[I-]
813,C1CCC(CC1)CCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
814,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
815,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
816,C1CC(=O)OC1
817,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5C[C@@H](CCN5C6=CC=CC=C64)CN(C)C
818,CC(C(C(C(C=O)O)O)O)O
819,C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N
820,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Al+3]
821,F[Al]
822,CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2C[C@@H](C4=CC(=O)C=C[C@]34C)C)O)C)C(=O)COC(=O)C
823,CNC(=NC)NCCC[C@@H](C(=O)O)N
824,C=CC(=O)N
825,C(CC(=O)O)[C@@H](C(=O)O)N
826,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C
827,COCCl
828,CC(C)(C)C(C)([C@H]1C[C@@]23CC[C@]1(C4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
829,C[C@@H]1C2[C@H](C3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O
830,C1C[C@@H]2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1
831,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br
832,CC1(C2CC=C(C1C2)CCO)C
833,C1CCC(CC1)OC2=NC3=NC=NN3C(=C2)NC4=CC=C(C=C4)S(=O)(=O)N
834,C1=CC=C(C=C1)CN[C@@H](C2=CC=CC=C2)P(=O)(O)O
835,C[C@@H]1[C@H]([C@H](O[C@@H]1C2=CC(=C(C=C2)OC(C)C(C3=CC(=C(C=C3)OC)OC)O)OC)C4=CC(=C(C=C4)OC(C)C(C5=CC(=C(C=C5)OC)OC)O)OC)C
836,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN
837,CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)N)C)O)(C)O
838,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl
839,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
840,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
841,COC(=O)CCC(=O)OC
842,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4
843,B1(OCCO1)OCCC[NH+]=C(N)N
844,C1CNCCC1OC2=CC=CC(=C2)C(=O)C3=C(N(N=C3)C4=CC=C(C=C4)F)N
845,CC1=C[C@H]2[C@@](C[C@H]1OC(=O)CC(C)C)([C@@]3([C@@H]([C@H]([C@@H]([C@]34CO4)O2)O)O)C)COC(=O)C
846,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O
847,CC[O-].[Na+]
848,CC1=C(C=C(C=C1)O)NC2=C3C=CC(=CC3=NC=C2)C4=CSC(=N4)C=O
849,CC(=O)OC1=CC=CC=C1C(=O)O
850,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
851,C1=CC2=C(C=C1[N+](=O)[O-])NN=C2
852,C1C[C@@H](NC1)C(=O)O
853,CC(CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C)O
854,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=CC=C4
855,CN1C2=C(C=CC(=C2)Cl)C3=C1C(=O)NC4([C@@H]3C#N)CCNCC4
856,[68Ge]
857,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
858,C1CNCCN(C1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
859,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
860,CN(C)C=O
861,CC[C@H](CO)NC1=NN2C(=NC=C2C3=CC=C(C=C3)C(=O)O)C=C1
862,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=CN=C(N=C4C=C3)NCCN5CCOCC5
863,C1CCC(CC1)NC2=NC=NC3=C2N=CN3C4[C@@H]([C@@H]([C@H](O4)CO)O)O
864,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
865,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
866,[B]=O
867,C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O
868,[Br-].[Rb+]
869,CCOCCOCCOCC
870,[45Ca+2]
871,[115Cd]
872,C1=CC=C(C=C1)C(=O)CC2=CC=C(C=C2)N=C(N)N
873,[188W]
874,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2COC([C@@H]([C@H]2O)O)O)O)O)O
875,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O
876,C1CCC(C1)[C@@H](/C=C/[C@H]2[C@@H](C[C@H]3[C@@H]2C/C(=C/CCCC(=O)O)/C3)O)O
877,C1C2=CC=CC=C2C3=C1C(=NN3)C4=CC=NC=C4
878,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC[C@@H]4[C@@]3(C=CC(=O)C4)C
879,[43Ca]
880,CC(=CCC/C(=C/CC/C(=C/C=O)/C)/C)C
881,COC(=O)CN
882,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
883,CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)O
884,C(=C(\O)/[O-])\[C@H](C(=O)[O-])O
885,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)COP(=O)(O)O
886,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C)C)CCC(=O)O)C(=C3C)CCC(=O)O)C.[Fe+2]
887,[75Se]
888,CCCCCCCCO[C@H]1[C@H](C([C@@H](C(O1)CO)O)O)O
889,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
890,[O-]S(=O)(=O)[O-].[Ni+2]
891,[78Se]
892,CSC[C@@H](C(=O)O)N
893,C(CC(=O)O)[C@@H](C(=O)N)N
894,O.O.O.[Co]
895,C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]
896,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
897,C(CO)N(CCO)CC(=O)O
898,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
899,CCCCCCCCCCCCCCCCCCCCCCCCCC(C(CCCCCCCCCCC1CC1CCCCCCCCCCCCCCCCCC)C(=O)OCC2C(C(C(C(O2)OC3C(C(C(C(O3)COC(=O)C(CCCCCCCCCCCCCCCCCCCCCCCC)C(CCCCCCCCCCCC4CC4CCCCCCCCCCCCCCCCCC)O)O)O)O)O)O)O)O
900,[C@H]([C@@H](C(=O)O)O)(C(=O)O)O
901,C1=CC(=CC=C1CBr)CBr
902,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(=C(C=C4)O)O
903,C(CO)N
904,CN
905,[C@H]1([C@H]([C@H](O[C@@H]([C@@H]1OC2[C@@H]([C@H]([C@H]([C@H](O2)C(=O)O)OC3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)O)O)O)O)O)O)C(=O)O)O)O)O
906,C12=C(NC(=O)N1)NC(=O)NC2=O
907,COC1=C(C=CC(=C1)/C=C/C=O)O
908,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8CC(=O)OC8)O)C)O)C)C)C)O)O
909,CCC=CC=CC=CC=CCCCCCCCC(=O)O
910,CC(C)C(=O)C(=O)O
911,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
912,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC=C4[C@@]3(C[C@H](C(=O)C4(C)C)C#N)C
913,C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
914,C(C(=O)[O-])F.[Na+]
915,C1[C@@H]([C@H]([C@@H]([C@@H](N1)CO)O)O)O
916,[Li+].[AlH4-]
917,CN[C@H]1[C@H]([C@@H]2[C@H](C[C@H](C(O2)O[C@@H]3[C@H](C[C@H]([C@@H]([C@H]3O)O)N)N)N)O[C@@H]1O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)N)O)O)O
918,CCC[C@](C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O
919,CCCCC=O
920,CC1=C(C(=NC(=N1)C2=CC=CC=N2)NCCC3=CC=CC=C3)Cl
921,C1[C@H](N[C@@H]1C(=O)O)C(=O)O
922,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
923,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H](C(O[C@@H]2C(=O)O)O)O)O)C(=O)O)O)O
924,C[C@@H]1O[C@@H](CS1)C[N+](C)(C)C
925,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3C1[C@@H]4CC[C@](C4(CC3)C)(C#C)O
926,[SiH2]
927,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
928,CCCCCCCC/C=C\CCCCCCCC(=O)O.CCCCCCCC/C=C\CCCCCCCC(=O)O.CCCCCCCC/C=C\CCCCCCCC(=O)O.C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO.C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
929,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
930,[125IH]
931,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
932,C1C(C(C(N1)CO)O)O
933,C1=NC2=C(C(=N1)N)N=CN2[C@H]3C([C@H]([C@H](O3)CO)O)O
934,CCCCC/C=C/CC/C=C/CCCCCCC(=O)O
935,CCC(=O)N
936,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)O)C(=NC=N2)N
937,CC(=O)CC(=O)OC
938,C1C[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=NC2=O)N
939,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
940,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
941,[43K]
942,O[32P](=O)([O-])[O-].[Na+].[Na+]
943,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(C=CC[C@H]2C/C=C/3\C[C@H](CCC3=C)O)C
944,CC(=O)CO
945,C(CCNC1=N[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)CN
946,CCN(CC)C(=S)SSC(=S)N(CC)CC
947,CCCCC(C)(C)[C@@H](/C=C\[C@@H]1[C@H](CC(=O)[C@H]1CCCC/C=C/C(=O)OC)O)O
948,C(CC(=O)C(=O)O)CC(=O)O
949,C(C1=C(C(=C(C(=C1F)F)F)F)F)O
950,CNC1=NC=CC(=N1)C2=CC=C(S2)C(=O)N[C@@H](CC3=C(C=C(C=C3)Cl)Cl)CN
951,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1
952,CC(C)(C)O
953,CC12CC[C@H](C[C@@H]1CCC3C2CCC4(C3CCC4C(=O)CO)C)O
954,C1[C@H](N([C@H](C(=N1)NCCC2=CC=CC=N2)O)CC(=O)NCC3=CSC4=C3C=C(C=C4)Cl)Cl
955,C1CC(=C[NH+]([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
956,C(C(C(C(C(C(=O)O)O)O)O)O)O
957,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O
958,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(C#C)O)C)C
959,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C
960,CC1([C@H]2C[C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O
961,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCCO)OC(=O)CCCCCCC/C=C/CCCCCCCC
962,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
963,CN(C1CCNCC1)C(=O)N2CC(=C[C@H]2C3=CC=CC=C3)C4=C(C=CC(=C4)F)F
964,CC[C@H]1CN2CC[C@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O
965,CC(=CCC[C@@](C)([C@H]1CC[C@@]2(C1[C@@H](CC3[C@]2(CCC4[C@@]3(CC[C@@H](C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C
966,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
967,C1=CC(=CC=C1C#N)N(CC2=CC(=C(C=C2)OS(=O)(=O)N)Br)N3C=NN=C3
968,COC1=CC(=C(C=C1C(=O)NC[C@H]2CCN3[C@@H]2CCC3)Cl)N
969,CC1=CC=CC(=C1O)C(=O)O
970,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)CN
971,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
972,CCCC[C@@H](C(=O)N[C@@H]1CC(=O)NCCCCC(NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CC2=CN=CN2)CC3=CC=CC=C3)CCCN=C(N)N)CC4=CNC5=CC=CC=C54)C(=O)N)NC(=O)C
973,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
974,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
975,[210Tl]
976,CCN(CC)CCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)CC3=CC=CC=C3)(C)C.I
977,CCCCCCCC/C=C\CCCCCCCCO
978,C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)O
979,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[67Ga+3]
980,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
981,C1CCC(C1)N2C3=C(C(=N2)C4=CN=C5C(=C4)C=CN5)C(=NC=N3)N
982,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)O
983,C1=CC=C(C=C1)O
984,CCN(CC)C(C)OC(=O)C1=CC=CC=C1OC(=O)C
985,CC(C)CC(C(=O)OC)N
986,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
987,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O
988,CC1=C2C(=NC(=NC2=NC=C1CNC3=CC=CC4=C3C=CC=N4)N)N
989,CCCCCC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(CCN3CCOCC3)[C@H](C(C)C)C(=O)NO
990,COC1=CC=C(C=C1)S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCCN
991,CC1=C(SC(=N1)C)C2=NC(=NC=C2)N
992,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
993,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
994,C(C[C@H](C(=O)O)N)CN=C(N)N.C(C(C(=O)O)N)C(=O)O
995,C(CCN)CC(=O)O
996,CC1=C(C(=O)C2=CC=CC=C2C1=O)CCCCCC(=O)O
997,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F
998,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
999,CC(C)[C@H](C(=O)NO)N(CC1=CN=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC
1000,[Li+].CC(=O)[O-]
1001,CCSC(=N)N
1002,C[C@@H]([C@H]1CCC2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O
1003,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
1004,CC1=N/C(=N\NC2=C(C=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)/C(=C(C1=O)C=O)COP(=O)(O)O
1005,[99Mo]
1006,CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCC
1007,C(CCO)CO
1008,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O
1009,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N
1010,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
1011,C1=CC(=CC(=C1)Cl)C(=O)O
1012,C[C@H]([C@@H]([C@@H](C#CC1=C(C=CC2=C1/C(=C/C3=C(C=CN3)OC)/C(=O)N2)F)O)N)O
1013,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
1014,CC(C(C(=O)O)N)O
1015,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
1016,CS(=O)(=O)N1CCC(CC1)[C@H]2C3=C(C=C(C=C3)Cl)C(=CC4=C2N=CC=C4)N5CCNCC5
1017,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
1018,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
1019,C1=CC2=C(C=C1S(=O)(=O)N)NC(=N2)C3=CSC=N3
1020,C1=CC=C2C(=C1)C=C(N2)O
1021,C1=CC=C(C=C1)COC=O
1022,C1CN(CCC1NCC2=CC=CC=C2O)S(=O)(=O)NC3=CC(=CC=C3)OC4=CC=C(C=C4)F
1023,C[C@@H](CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4[C@H]([C@H]([C@H](O4)CO)O)O
1024,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
